created_at,id,text,geo,coordinates,lang,timestamp_ms
Sat Oct 10 16:01:35 +0000 2015,652876640947675100,"Die können noch so viel versprechen ich glaube den nicht!
EU braucht mehrGeld für Flüchtlinge - Merkel: Kein „Soli“ ",,,de,1444492895720
Sat Oct 10 16:02:08 +0000 2015,652876777438756900,In der aktuellen Situation ist fraglich ob die Türkei als sicheres Herkunftsland angesehen werden kann,,,de,1444492928262
Sat Oct 10 16:02:35 +0000 2015,652876893713252400,: In der aktuellen Situation ist fraglich ob die Türkei als sicheres Herkunftsland angesehen werden kann,,,de,1444492955984
Sat Oct 10 16:02:50 +0000 2015,652876956137074700,": Weil eine Firma (IIm Wahlkreis von ) Geflüchtete ausbilden will, kündigen 3 Mitarbeiter.
 ",,,de,1444492970867
Sat Oct 10 16:02:51 +0000 2015,652876958381002800,: -Parlamentspräsident Main Schulz fordemehr EU-Geld für Flüchtlingshilfe.  ,,,de,1444492971402
Sat Oct 10 16:02:51 +0000 2015,652876960419475500,"Was wollen die  hier? Sie verachten unsere Wee, unseren Lebensstil, unser GG, unsere Religion! Was also? ",,,de,1444492971888
Sat Oct 10 16:02:52 +0000 2015,652876963309334500,So sieht wahre Dankbarkeit aus! Flüchtlinge bedanken sich in Düsseldorf:   ,,,de,1444492972577
Sat Oct 10 16:02:53 +0000 2015,652876965792321500,Opmerkelijk. AfD wil strafvervolging tegen Merkel instellen wegens illegale immigranten crisis.  ,,,nl,1444492973169
Sat Oct 10 16:02:54 +0000 2015,652876969932103700,"Die können noch so viel versprechen ich glaube den nicht!
EU braucht mehrGeld für Flüchtlinge - Merkel: Kein „Soli… ",,,de,1444492974156
Sat Oct 10 16:02:54 +0000 2015,652876972759097300,In der aktuellen Situation ist fraglich ob die Türkei als sicheres Herkunftsland angesehen werden kann,,,de,1444492974830
Sat Oct 10 16:02:56 +0000 2015,652876980975759400,Solange ,,,de,1444492976789
Sat Oct 10 16:03:24 +0000 2015,652877095253749800,Wie verhindeman rechten Terror? Man behauptet einfach er wäre nicht existent ,,,de,1444493004035
Sat Oct 10 16:04:03 +0000 2015,652877260651921400,Staatsanwalt hält Brandstifter nicht für rechtsradikal - Politik - Süddeutsche.de ,,,de,1444493043469
Sat Oct 10 16:04:50 +0000 2015,652877456672747500,": Zo kan het ook: ""Angst ist okay"" door in Die -  ",,,nl,1444493090204
Sat Oct 10 16:05:21 +0000 2015,652877587384025100,Mutter Teresa ,,,de,1444493121368
Sat Oct 10 16:05:31 +0000 2015,652877631315148800,"Für viele,die jetzt plärren,wir sollen erst ",,,de,1444493131842
Sat Oct 10 16:05:38 +0000 2015,652877658217402400,: ,,,de,1444493138256
Sat Oct 10 16:06:00 +0000 2015,652877750483742700,Rechtliche Situation Fluechtlinge:  über,,,de,1444493160254
Sat Oct 10 16:07:08 +0000 2015,652878035063017500,,,,de,1444493228103
Sat Oct 10 16:07:14 +0000 2015,652878063257169900,Flüchtlinge - So funktionieDeutschland - Gesellschaft - Süddeutsche.de  via,,,de,1444493234825
Sat Oct 10 16:07:29 +0000 2015,652878126595330000,Wie immer muss das Kind erst in den Brunnen fallen. Die Ursachen von Flüchtlingen bekämpfen muss das Hauptziel sein! ,,,de,1444493249926
Sat Oct 10 16:07:52 +0000 2015,652878221034291200,Gibt s auch Statistiken über Übergriffe/Straftaten z.B. ,,,de,1444493272442
Sat Oct 10 16:07:58 +0000 2015,652878247131246600,Flüchtlinge prügeln sich erneut  via,,,de,1444493278664
Sat Oct 10 16:08:49 +0000 2015,652878458385793000,Flüchtlinge - Lasten und Listen - Politik - Süddeutsche.de  via,,,de,1444493329031
Sat Oct 10 16:09:44 +0000 2015,652878690305593300,250k gegen ,,,de,1444493384325
Sat Oct 10 16:10:21 +0000 2015,652878845402607600,: ,,,de,1444493421303
Sat Oct 10 16:10:32 +0000 2015,652878890562625500,Welches Mitglied der ,,,de,1444493432070
Sat Oct 10 16:10:53 +0000 2015,652878981742596100,: PM ,,,de,1444493453809
Sat Oct 10 16:11:06 +0000 2015,652879035110961200,Willkommens-Konzefür Flüchtlinge im Astra.  ,,,de,1444493466533
Sat Oct 10 16:11:59 +0000 2015,652879255966191600,Milliardenumsätze - Lidl und Aldi werden Profiteure der Flüchtlingskrise sein ,,,de,1444493519189
Sat Oct 10 16:13:33 +0000 2015,652879649526165500,"Senat muss entscheiden
BVG will Flüchtlinge zu Tram-Fahrern machen  ",,,de,1444493613021
Sat Oct 10 16:14:23 +0000 2015,652879863032991700,Das wars we,,,de,1444493663925
Sat Oct 10 16:15:12 +0000 2015,652880067702456300,"Ist ja witzig, wenn bei Frust über Hassmails wegsäuft -aber seltsames Signal für Jugendpoal ",,,de,1444493712722
Sat Oct 10 16:18:21 +0000 2015,652880860518162400,": Und wieso bleibt man Helferin, wenn man IMMER WIEDER beschimpft wird? Hang zum Masochismus oder was? ",,,de,1444493901744
Sat Oct 10 16:18:47 +0000 2015,652880968471171100,": Und wieso bleibt man Helferin, wenn man IMMER WIEDER beschimpft wird? Hang zum Masochismus oder was? ",,,de,1444493927482
Sat Oct 10 16:20:04 +0000 2015,652881293169049600,: ,,,de,1444494004896
Sat Oct 10 16:20:14 +0000 2015,652881335334371300,"Im Westerwald,Grenze zu NRW,soll Feldlager Stegskopf bis zu 5000 ",,,de,1444494014949
Sat Oct 10 16:20:40 +0000 2015,652881443035705300,"""Die größte Herausforderung unserer Zeit"" - Alles Infos zum Fachkongress Migration und Flüchtlinge findet ihr hier:  ",,,de,1444494040627
Sat Oct 10 16:21:41 +0000 2015,652881697827127300,"Und dann wieder rumheulen, dass die Flüchtlinge ihnen die Arbeit wegnehmen. ",,,de,1444494101374
Sat Oct 10 16:21:46 +0000 2015,652881717687140400,": ""Die größte Herausforderung unserer Zeit"" - Alles Infos zum Fachkongress Migration und Flüchtlinge findet ihr hier:  …",,,de,1444494106109
Sat Oct 10 16:21:46 +0000 2015,652881720224706600,"Regierung weist Bericht über Steueraufschlag zurück!!!
Deutschlandfunk - Nachrichten Detail ",,,de,1444494106714
Sat Oct 10 16:22:40 +0000 2015,652881944745779200,: ,,,de,1444494160244
